Teenhome,Fruits,AcceptedCmp2,Response,Spent,Children,Family_Size
0,26,0,0,1315,0,0
1,0,0,0,45,2,2
0,17,1,1,1789,0,0
0,6,0,0,19,1,2
0,5,0,0,573,1,2
0,63,0,0,805,1,1
1,0,0,0,108,2,2
0,2,0,0,23,0,0
0,0,0,0,1493,0,1
1,10,0,0,89,2,3
0,25,0,0,936,1,2
1,8,0,0,343,1,1
1,19,0,1,528,1,1
0,21,0,1,1901,0,0
1,16,0,1,724,2,3
0,12,0,0,58,1,2
1,2,0,0,297,1,2
1,43,0,1,488,1,1
1,46,0,0,859,1,2
0,31,0,0,1574,0,1
1,3,0,0,69,2,3
1,0,0,0,17,2,2
1,0,0,0,2194,1,2
1,1,0,0,116,1,2
0,20,0,0,279,1,1
1,0,0,0,103,1,2
1,0,0,0,44,2,3
0,67,0,0,406,0,1
0,114,0,0,1363,0,1
0,4,0,0,236,0,1
0,3,0,0,39,1,2
0,42,0,0,137,0,0
0,2,0,0,79,1,2
0,1,0,0,63,1,2
2,36,0,1,1314,3,4
1,0,0,0,71,1,2
0,9,0,0,58,1,2
1,53,0,0,702,1,2
0,8,0,1,94,1,1
0,8,0,0,80,1,1
1,0,0,0,22,1,1
1,80,0,0,1211,1,2
0,98,0,1,1461,0,1
0,172,0,1,1968,0,0
0,81,0,0,1091,0,1
0,10,0,0,55,1,2
0,60,0,0,1366,0,1
0,33,0,0,313,0,0
1,1,0,0,62,2,3
1,0,0,0,92,2,2
0,3,0,1,72,1,2
1,0,0,0,655,1,2
1,24,0,0,704,1,2
1,1,0,0,54,2,3
0,18,0,0,178,0,0
0,30,0,0,1033,0,1
0,0,0,1,36,1,2
1,1,0,0,122,1,1
1,11,0,0,122,1,2
1,96,0,0,1123,1,2
0,12,0,1,497,1,2
1,13,0,0,691,1,2
0,114,0,0,1363,0,1
1,0,0,0,12,2,3
0,22,0,0,2440,0,1
1,2,0,1,56,2,2
0,0,0,0,37,1,2
0,44,0,0,968,0,0
1,5,0,0,270,1,2
0,0,0,0,278,0,1
0,28,0,0,1250,0,0
0,28,0,0,938,0,1
1,0,0,0,1178,2,3
2,19,0,0,1155,2,3
0,83,0,1,653,0,0
1,0,0,0,49,2,2
1,19,0,0,506,1,2
1,4,0,0,38,2,3
0,117,0,1,1650,0,0
1,33,0,0,1826,1,1
0,2,0,0,18,0,0
0,44,0,0,906,0,1
0,0,0,0,46,1,2
1,114,0,0,1477,1,2
1,21,0,0,766,1,2
1,0,0,0,47,1,2
0,10,0,0,467,0,1
0,178,0,0,2116,0,1
0,44,0,0,1298,0,1
1,1,0,0,22,2,3
0,14,0,0,396,1,1
0,2,0,0,20,1,2
0,108,0,0,967,0,0
0,10,0,1,357,1,2
0,42,0,1,1401,0,1
0,0,0,0,15,1,2
0,57,0,1,2087,0,0
1,8,0,0,981,1,2
1,1,0,0,17,2,2
0,27,1,1,523,0,1
0,0,0,0,23,1,2
0,130,0,1,1192,0,0
0,19,0,0,1958,0,1
0,8,0,0,133,1,1
0,23,0,0,777,0,1
1,4,0,0,73,2,2
1,0,0,0,121,2,3
1,50,0,0,424,1,1
1,8,0,0,868,1,1
0,80,0,0,756,0,0
0,0,0,0,12,1,2
1,35,0,0,937,1,2
0,161,0,1,1862,0,0
1,54,0,0,367,1,2
0,19,0,0,443,1,2
0,2,0,0,267,1,2
0,0,0,0,61,1,2
0,53,0,0,1323,0,0
1,0,0,0,63,1,2
0,4,0,0,64,0,1
0,32,0,0,562,1,2
1,9,0,0,312,2,3
0,56,0,0,1156,0,0
0,45,0,1,1104,0,0
1,0,0,0,16,2,2
0,19,0,0,2008,0,0
0,3,0,0,44,1,1
1,28,0,0,1574,1,2
0,2,0,1,63,1,2
0,39,0,1,426,0,1
0,23,0,0,96,0,1
1,11,0,0,635,1,2
1,28,0,0,757,1,1
0,0,0,0,125,1,2
1,0,0,0,332,2,2
0,17,0,0,135,1,1
1,5,0,0,330,1,2
1,3,0,1,384,2,2
1,47,0,0,1722,2,2
1,0,0,0,78,3,4
0,3,0,0,24,0,0
0,29,0,1,1168,0,0
1,8,0,0,957,1,2
1,1,0,0,15,2,2
0,4,0,0,57,1,2
1,42,0,0,1956,1,2
0,138,0,1,2013,0,0
0,5,0,0,326,1,2
1,4,0,0,77,2,3
0,76,0,1,1313,0,0
0,4,0,0,30,0,0
1,5,0,0,315,1,2
1,48,0,0,660,1,2
0,0,0,0,74,1,2
0,5,0,0,46,1,1
1,0,0,0,86,1,1
0,124,0,0,1103,0,0
0,0,0,0,61,1,2
0,7,0,1,145,1,2
1,0,0,0,684,2,3
1,3,0,0,411,1,2
0,0,0,1,27,1,1
0,40,0,0,1060,0,0
1,126,0,0,1459,1,2
1,2,0,0,18,1,2
0,35,0,1,1833,0,1
1,6,0,0,237,1,2
1,0,0,0,48,2,2
1,9,0,1,515,2,3
0,105,0,0,1020,0,1
0,80,0,0,1370,0,1
1,80,0,0,1026,1,2
1,5,0,0,301,1,2
1,0,0,0,684,2,3
1,4,0,0,499,1,2
0,45,0,0,1004,0,1
1,0,0,0,218,1,2
1,35,0,0,606,1,2
1,13,0,0,75,1,2
2,9,0,0,106,3,4
0,75,0,0,990,0,1
0,40,0,0,1097,0,0
0,0,0,0,16,0,1
0,6,0,0,34,0,1
0,83,0,0,1711,0,1
1,7,0,0,438,2,3
0,23,0,0,75,1,2
1,2,0,0,225,1,2
1,0,0,0,18,2,3
1,21,0,0,470,1,2
1,5,0,0,91,2,2
0,120,0,0,2525,0,0
1,14,0,0,504,1,2
1,8,0,0,235,1,2
1,0,0,1,1232,1,1
1,12,0,0,88,2,2
0,1,0,0,17,1,1
0,4,0,0,24,1,1
1,2,0,0,60,2,3
1,0,0,0,1020,1,1
1,1,0,0,155,1,2
2,2,0,0,51,2,3
0,66,0,1,1812,0,0
1,0,0,1,1461,1,1
1,0,0,0,96,1,1
1,13,0,0,160,1,1
1,2,0,0,139,2,3
1,15,0,0,908,1,1
1,12,0,0,183,1,2
0,34,0,0,1161,1,2
0,8,0,0,988,0,1
1,142,0,0,1072,1,1
1,6,0,0,174,2,3
1,104,0,0,758,1,2
1,3,0,0,195,1,2
0,2,0,1,31,1,1
0,10,0,0,1084,0,1
1,13,0,0,685,1,2
0,100,0,0,1672,0,1
0,12,0,0,43,0,1
2,0,0,0,49,2,3
1,3,0,0,133,1,2
1,3,0,0,363,1,2
1,73,0,0,545,1,2
1,38,0,0,1065,1,2
0,59,0,0,2047,0,1
1,6,0,0,296,2,3
1,9,0,1,140,2,2
1,83,0,0,530,1,1
1,0,0,0,152,2,3
0,0,0,0,1598,0,1
1,0,0,0,114,1,1
0,45,0,0,101,1,1
0,6,0,0,25,1,2
0,61,0,0,789,0,0
1,1,0,0,87,2,3
1,1,0,0,90,2,2
1,12,0,0,1215,1,2
0,15,0,0,811,0,0
0,7,0,1,61,1,2
1,3,0,0,405,1,2
1,0,0,0,72,2,3
1,5,0,0,189,2,2
0,0,0,0,40,1,2
1,5,0,0,63,1,1
0,3,0,0,52,1,2
0,0,0,0,39,1,2
0,0,0,0,805,1,2
1,1,0,0,130,1,2
0,15,1,0,1631,0,1
0,4,0,0,34,1,2
1,11,0,0,152,2,2
0,6,0,0,21,1,1
1,1,0,0,71,3,4
1,106,0,0,899,1,1
0,51,0,0,711,0,1
0,9,0,0,351,1,2
0,1,0,0,8,0,0
0,17,0,0,119,1,1
1,0,0,0,21,2,3
0,0,0,0,10,1,2
1,19,0,0,973,1,2
0,29,0,1,1536,0,1
2,28,0,0,992,2,3
1,59,0,1,1529,1,2
1,27,0,0,860,1,2
1,23,0,0,928,1,1
1,0,0,1,418,2,3
1,15,0,1,587,1,2
1,81,0,0,641,1,2
1,0,0,0,23,2,3
0,63,0,0,2279,0,1
1,0,0,0,49,2,2
0,17,0,1,1779,0,0
0,51,0,0,1804,0,1
1,0,0,0,48,2,3
1,0,0,1,83,2,2
0,161,0,1,1862,0,0
1,6,0,1,793,2,3
0,4,0,0,84,1,2
1,1,0,0,183,1,2
0,26,0,0,1383,0,0
0,38,0,0,999,0,1
1,15,0,0,825,1,1
0,17,0,1,246,1,1
1,5,0,0,610,2,3
0,6,0,0,76,1,1
1,12,0,0,1286,1,2
0,2,0,0,30,1,2
2,0,0,0,99,3,4
0,21,0,0,1192,0,0
1,6,0,0,362,1,2
0,185,0,1,2130,0,1
0,54,1,1,1229,0,0
1,4,0,0,38,2,3
0,61,0,0,485,0,1
0,23,0,0,434,0,1
0,2,0,0,44,1,1
1,0,0,1,496,1,2
1,2,0,0,78,2,3
0,147,0,1,2346,0,1
0,112,0,0,794,0,1
0,2,0,0,17,0,1
0,1,0,0,26,1,1
0,5,0,0,76,1,2
1,0,0,0,15,2,2
1,0,0,0,62,2,2
1,1,0,0,198,1,2
0,2,0,0,49,1,2
1,7,0,0,802,1,2
0,79,0,1,1736,0,1
1,5,0,0,57,2,2
0,1,0,0,59,1,2
0,24,0,1,2302,0,1
0,6,0,0,37,0,1
1,5,0,0,310,2,2
0,72,0,0,1305,0,1
1,7,0,0,832,1,2
1,6,0,0,401,2,3
0,29,0,0,1501,0,1
0,0,1,1,1189,0,1
1,51,0,0,1194,1,2
1,32,0,0,656,1,2
0,14,0,0,1540,0,0
1,5,0,0,311,1,2
1,162,0,0,820,1,2
0,40,0,0,274,1,2
1,0,0,0,57,2,2
1,45,0,0,448,1,2
1,2,0,0,44,2,3
1,4,0,0,102,2,3
0,2,0,0,61,1,2
0,86,0,0,1643,0,1
1,6,0,0,397,1,2
1,48,0,0,1121,1,2
0,8,0,1,473,2,2
0,10,0,0,50,1,2
1,0,0,0,1678,1,2
0,7,0,0,58,0,1
0,4,0,0,170,1,2
0,11,0,0,373,0,0
0,53,0,1,1196,0,1
0,5,0,0,101,1,2
1,57,0,1,316,2,3
1,36,0,0,1400,1,2
0,70,0,0,1424,0,0
0,0,0,1,844,1,2
1,33,0,0,311,1,2
0,108,0,0,1149,0,1
0,2,0,0,129,0,1
1,6,0,0,32,1,1
0,13,0,1,299,1,1
1,0,0,0,320,1,2
1,6,0,0,441,1,2
1,0,0,1,1178,2,3
0,0,0,0,85,0,1
0,4,0,0,24,1,1
0,10,0,0,112,1,1
1,7,0,0,30,1,2
0,46,0,0,410,0,1
1,7,0,0,800,1,2
0,76,0,1,1313,0,0
0,73,0,0,1483,0,1
0,0,0,1,1258,0,0
0,2,0,0,28,1,2
1,12,0,0,227,1,2
0,25,0,1,1555,0,1
1,161,0,0,861,1,1
0,15,0,0,103,1,2
0,17,0,0,634,0,0
0,129,0,0,1918,0,0
1,1,0,0,131,2,2
1,24,0,0,586,2,3
0,4,0,0,62,1,2
1,15,0,0,447,2,2
0,21,0,0,939,0,1
1,7,0,0,797,1,1
1,10,0,1,1143,1,1
1,7,0,0,415,1,1
0,4,0,0,30,1,2
0,19,0,0,187,1,1
1,11,0,0,251,1,2
1,6,0,0,237,1,1
1,4,0,0,91,2,3
1,0,0,0,35,3,3
1,0,0,0,493,1,1
1,8,0,0,971,1,2
1,10,0,0,371,1,1
2,0,0,0,396,3,3
0,13,0,1,68,1,2
1,0,0,0,322,1,2
1,14,0,0,222,1,1
1,10,0,0,177,2,3
0,3,0,0,45,1,2
0,24,0,0,1899,0,1
1,1,0,0,22,2,3
1,1,0,0,41,2,3
0,93,0,0,1440,0,1
1,0,0,0,325,2,3
0,14,0,0,95,1,2
0,1,0,0,42,1,2
1,4,0,0,72,2,2
0,0,0,0,20,1,2
2,7,0,0,789,2,3
1,0,0,0,15,2,2
0,3,0,0,59,1,1
1,15,0,0,908,1,1
1,64,0,0,417,2,3
1,2,0,0,289,2,3
1,14,0,0,769,1,2
1,1,0,0,188,1,2
1,5,0,1,354,1,1
0,7,0,0,727,1,2
1,3,0,0,146,2,3
1,12,0,0,319,1,2
1,35,0,0,794,1,2
1,13,0,0,454,1,2
1,2,0,1,152,2,2
1,7,0,0,797,1,2
0,16,0,1,1690,1,2
1,1,0,0,20,2,3
0,93,0,1,1428,0,1
0,12,0,0,209,1,1
0,56,0,0,545,1,1
0,23,0,0,96,0,1
0,28,0,0,222,0,1
1,4,0,0,61,3,4
1,3,0,0,44,2,3
1,0,0,0,8,3,4
0,172,0,0,817,0,0
1,12,0,0,1371,1,1
1,1,0,0,42,1,2
0,1,0,0,60,0,1
0,18,0,0,78,1,2
0,0,0,0,23,1,2
0,1,0,0,19,1,2
1,10,0,0,61,2,2
0,87,0,0,449,0,0
0,0,0,0,37,1,2
0,3,0,0,38,1,1
0,21,0,0,1131,0,1
1,3,0,0,34,2,2
1,26,0,0,294,2,2
1,2,0,0,48,2,3
1,2,0,0,289,2,3
0,4,0,0,30,0,1
0,36,0,0,125,0,1
0,12,0,0,156,1,2
1,2,0,0,70,2,3
1,1,0,0,22,2,3
0,0,0,1,65,1,2
0,19,0,1,1930,0,0
0,168,0,0,2283,0,1
0,27,0,0,310,0,1
0,35,0,0,1319,0,1
1,8,0,0,879,1,2
0,54,0,0,1244,0,1
1,27,0,0,690,1,2
0,10,0,0,209,1,2
0,151,0,0,1134,0,1
0,102,0,1,1507,0,0
0,0,0,0,57,1,1
0,13,0,0,529,0,1
0,81,0,0,1091,0,1
1,3,0,1,180,1,1
1,8,0,0,77,2,3
0,68,0,1,2349,0,0
0,64,0,1,534,0,1
1,5,0,0,556,1,1
1,59,0,0,637,1,2
1,0,1,0,46,2,3
0,13,0,0,44,1,2
0,0,0,0,47,1,2
1,23,0,0,795,1,1
1,10,0,0,586,1,2
0,31,0,0,1574,0,1
1,0,0,0,13,2,3
1,84,0,0,1471,1,2
1,3,0,0,65,2,3
0,7,0,0,175,1,2
1,0,0,0,40,1,1
2,24,0,1,1078,2,3
1,35,0,0,1115,1,2
1,8,0,0,134,1,2
0,14,0,0,1540,0,0
1,0,0,0,87,1,2
0,1,0,0,217,0,0
1,0,0,0,1034,1,2
1,199,0,0,1180,1,1
1,28,0,0,819,1,2
0,3,0,0,32,1,2
0,4,0,0,46,1,2
1,97,0,0,1159,1,2
1,25,0,0,860,1,1
0,127,0,0,1631,0,1
1,0,0,0,444,3,4
1,89,0,0,1910,1,2
0,17,0,0,380,1,2
1,42,0,1,736,2,3
1,0,0,0,269,2,2
0,172,0,1,2524,0,1
0,35,0,0,612,1,2
0,3,0,0,75,1,2
0,161,0,0,1045,0,1
0,0,0,0,55,1,1
1,10,0,1,1064,1,2
1,56,0,0,1443,1,2
0,12,0,0,1366,0,1
1,9,0,0,436,2,3
0,3,0,0,38,1,1
0,15,0,1,436,1,2
1,6,0,0,747,2,3
0,26,0,1,1396,0,0
0,8,0,0,928,0,1
1,5,0,0,642,2,3
1,104,0,0,1048,1,2
0,197,0,0,943,0,1
1,16,0,0,907,1,2
0,137,0,0,1198,0,1
1,0,0,0,120,2,2
1,76,0,0,1658,1,2
0,42,0,0,1638,0,1
0,12,0,1,73,0,1
0,51,0,0,275,1,1
1,0,0,0,854,1,2
0,8,0,0,78,1,2
0,1,0,0,106,1,2
0,17,0,1,106,1,1
0,111,0,1,1923,0,0
0,98,0,0,1662,0,1
0,6,0,0,84,1,1
0,3,0,0,48,1,2
0,1,0,0,5,1,1
1,0,0,0,733,2,3
0,194,0,0,1234,0,0
1,8,0,0,112,2,3
0,48,0,1,1658,0,0
1,11,0,0,55,1,2
1,43,0,0,1513,1,2
1,7,0,0,271,2,3
1,62,0,0,904,1,2
1,0,0,1,120,2,2
0,36,0,0,103,1,2
0,20,0,0,269,1,1
0,0,0,0,22,1,1
0,82,0,1,1156,0,0
1,0,0,0,1086,1,2
0,40,0,0,1128,1,1
0,4,0,0,72,1,2
1,72,0,0,964,2,3
0,38,0,0,1383,0,1
2,0,0,0,18,3,3
1,0,0,0,793,1,1
0,4,0,0,100,1,2
0,12,0,0,80,0,1
0,4,0,1,167,0,0
1,35,0,0,677,1,1
1,1,0,0,23,2,3
1,1,0,0,92,1,1
0,26,0,0,641,0,1
1,184,0,0,1106,1,2
0,30,0,0,1033,0,1
1,80,0,0,1174,1,2
1,1,0,0,25,2,3
1,2,0,1,240,2,3
0,1,0,0,20,1,1
1,5,0,0,102,3,3
1,88,0,0,1034,1,1
0,12,0,0,156,1,2
2,0,0,0,458,2,3
0,3,0,0,17,1,2
1,99,0,0,792,1,1
0,0,0,0,92,1,2
1,11,0,0,407,1,1
1,63,0,0,1269,1,1
1,15,0,0,841,1,2
1,0,0,1,633,2,3
2,9,0,0,1019,3,4
0,22,0,1,1315,0,0
1,1,0,0,54,2,3
0,120,0,1,2525,0,0
0,4,0,0,52,1,2
0,15,0,1,436,1,2
1,0,0,0,268,1,2
0,3,0,1,147,2,3
0,0,0,0,1798,0,1
0,4,0,0,137,0,1
1,43,0,0,507,1,1
1,1,0,0,15,3,4
0,32,0,0,1105,0,1
0,47,0,0,974,0,0
1,8,0,0,66,1,2
0,23,0,1,778,0,0
1,0,0,1,49,2,2
1,12,0,1,169,2,3
0,58,0,0,299,0,1
0,6,0,0,221,1,2
0,160,0,0,1682,0,1
1,1,0,0,155,1,2
0,66,0,0,892,0,1
0,7,0,0,58,1,2
1,5,0,0,311,1,2
1,0,0,0,95,1,1
1,3,0,1,424,1,1
1,2,0,0,47,2,3
0,8,0,0,339,1,1
0,107,0,0,1410,1,2
0,0,0,0,35,1,2
1,0,0,0,562,1,2
0,108,0,0,2352,0,1
0,12,0,0,1334,0,0
1,1,0,0,32,2,3
1,1,0,0,41,2,3
1,0,0,0,39,2,3
1,31,0,0,1141,1,2
0,32,0,0,710,1,1
1,3,0,0,401,1,2
1,19,0,0,506,1,2
0,19,0,0,1538,0,0
0,6,0,0,57,0,1
0,185,0,1,1722,0,0
0,2,0,0,270,1,1
1,0,0,1,31,2,3
0,115,0,0,882,1,2
0,0,0,0,16,1,2
0,11,0,0,311,1,1
1,12,0,0,227,1,2
1,0,0,0,1152,1,2
1,1,0,0,122,1,2
0,16,0,0,77,1,2
0,96,0,0,1289,0,1
1,8,0,0,561,2,2
1,18,0,0,211,2,3
1,2,0,0,233,1,2
1,71,0,0,1092,1,1
0,133,0,0,601,0,0
0,0,0,1,54,1,2
0,12,0,0,78,1,2
1,112,0,0,1095,1,2
0,2,0,0,244,1,2
1,0,0,0,116,2,3
0,1,0,0,15,1,2
2,15,0,0,425,2,3
1,0,0,0,734,1,2
1,5,0,0,638,1,1
0,77,0,0,894,0,1
1,1,0,0,41,2,3
0,1,0,0,31,1,2
1,0,0,0,34,2,3
2,0,1,1,1750,2,2
1,48,0,0,612,2,3
0,3,0,0,29,1,2
0,21,0,0,823,1,2
0,1,0,0,20,0,0
1,7,0,0,396,1,2
0,35,0,0,813,0,0
0,140,0,1,1179,0,0
1,4,0,0,138,2,2
0,1,0,0,55,1,2
0,37,0,1,1511,0,0
1,4,0,1,117,2,2
0,0,0,0,1730,0,1
1,0,0,0,32,1,1
0,5,0,0,67,1,1
1,9,0,0,335,1,2
1,30,0,0,825,1,2
1,16,0,0,694,1,2
0,34,0,1,1792,0,0
1,13,0,0,496,2,2
0,23,0,0,231,2,3
1,24,0,0,902,1,1
1,5,0,0,68,2,2
0,2,0,0,71,0,0
0,8,0,0,76,1,1
2,30,0,0,772,2,3
1,5,0,0,47,2,3
0,107,0,0,1586,1,2
1,59,0,1,1529,1,2
0,2,0,1,265,0,0
0,107,0,0,1603,0,1
0,102,0,1,2091,0,1
0,22,0,0,981,0,1
1,53,0,0,1533,1,2
0,8,0,0,82,0,1
0,15,0,0,244,1,2
0,1,0,0,36,1,1
0,0,0,0,404,1,2
0,2,0,0,71,1,2
0,117,0,0,1572,0,1
1,5,0,0,122,2,3
1,0,0,0,41,2,3
0,0,0,0,10,1,2
1,7,0,0,304,1,2
1,0,0,0,37,2,3
0,50,0,1,1754,0,0
1,7,1,1,815,1,2
1,26,0,0,1001,1,1
0,70,0,0,1157,0,0
1,5,0,0,688,1,1
0,73,0,0,1319,0,0
0,0,0,0,21,1,2
0,6,0,0,31,1,1
0,4,0,0,67,0,1
1,131,0,0,708,1,1
1,1,0,0,25,2,3
0,21,0,0,746,0,1
1,0,0,0,32,2,2
2,91,0,0,1695,2,2
1,126,0,0,1080,1,2
1,0,0,0,72,2,3
0,8,0,0,57,1,1
1,0,0,0,660,1,2
0,17,0,1,103,1,2
0,6,0,0,153,1,2
1,12,0,0,1220,1,2
1,10,0,0,279,1,2
0,0,0,0,745,1,2
1,12,0,0,264,1,2
0,61,1,1,2157,0,1
1,44,0,1,1526,1,2
1,2,0,0,69,1,2
0,51,0,0,1597,0,1
0,10,0,0,64,1,1
0,12,0,0,497,1,2
1,20,0,0,1067,1,1
1,3,0,0,31,2,3
1,5,0,0,211,2,3
1,61,0,1,877,1,2
0,2,0,0,11,1,2
0,44,0,1,2034,0,1
0,129,0,1,1991,0,0
0,31,0,0,1686,0,0
0,3,0,1,324,1,1
0,7,0,1,69,1,1
1,2,0,1,252,2,3
1,7,0,0,54,1,1
1,72,0,0,964,2,3
1,10,0,0,1327,1,2
1,0,0,0,68,2,3
0,1,0,0,60,0,1
1,2,0,0,55,2,2
0,147,0,0,1456,0,1
1,97,0,0,563,1,1
1,0,0,0,1504,1,1
1,16,0,0,564,2,2
0,21,0,0,1125,0,1
1,13,0,0,358,1,2
0,1,0,0,42,1,2
1,1,0,0,184,1,2
0,0,0,0,460,1,2
0,19,0,1,145,0,0
0,23,0,1,1376,0,1
1,7,0,0,792,1,1
0,132,0,0,1382,0,1
0,5,0,0,28,0,1
0,26,0,0,1033,0,1
1,21,0,0,882,1,1
0,86,0,0,2231,0,1
1,21,0,1,1101,1,2
1,0,0,0,369,1,2
0,4,0,0,48,1,1
1,0,0,1,467,1,1
1,0,0,0,44,2,2
1,9,0,0,38,2,2
1,2,0,0,81,2,3
0,1,0,1,167,1,1
1,0,0,0,45,2,3
0,120,0,0,664,1,2
1,75,0,0,622,1,2
0,3,0,0,48,1,1
1,3,0,0,461,1,2
1,20,0,0,1073,1,2
0,1,0,0,55,1,2
1,71,0,0,976,1,2
0,1,0,0,20,1,1
0,108,0,0,1149,0,1
0,9,0,0,43,0,1
1,1,0,0,224,1,2
0,3,0,1,101,1,1
0,9,0,0,209,0,1
0,44,0,0,968,0,0
0,53,0,0,1165,0,1
1,0,0,0,24,1,2
1,2,0,1,252,2,3
0,4,0,0,165,1,1
0,0,0,0,269,0,1
0,0,0,0,102,1,2
0,22,0,0,461,0,1
0,4,0,0,47,1,1
1,1,0,0,144,2,2
0,138,0,0,1338,0,1
1,17,0,0,917,1,2
1,33,0,1,318,2,3
1,4,0,0,253,2,2
1,0,0,0,502,1,2
0,0,0,0,119,1,2
1,21,0,0,1250,2,3
1,115,0,0,969,1,2
1,6,0,0,76,2,3
1,0,0,0,62,2,2
0,22,0,0,1382,0,1
0,6,0,0,84,1,1
1,1,0,0,255,2,3
1,0,0,0,43,2,3
1,48,0,0,398,1,1
0,3,0,0,76,1,1
2,26,0,0,902,2,3
0,21,0,0,823,1,2
1,38,0,0,1179,1,2
1,0,0,0,1921,1,2
1,0,0,0,185,2,3
1,7,0,1,433,2,2
1,0,0,0,34,2,3
1,16,0,0,907,1,2
2,4,0,0,416,2,2
1,4,0,0,44,2,2
0,51,0,1,1588,0,1
0,34,0,0,1797,0,0
1,2,0,0,40,2,3
1,30,0,0,1143,1,1
0,8,0,0,914,0,1
0,169,0,0,1502,0,1
1,69,0,0,1338,1,1
0,0,0,0,27,1,2
1,35,0,0,763,1,2
0,27,0,1,1331,0,0
2,9,0,0,525,2,3
1,0,0,0,9,2,3
1,17,0,0,953,1,2
1,0,0,0,68,2,2
1,1,0,0,131,2,2
1,84,0,0,882,1,2
0,17,0,0,1149,0,1
0,0,0,0,37,1,2
1,6,0,0,388,1,1
0,27,0,1,1428,0,1
0,92,0,0,1633,0,1
0,14,0,1,173,1,2
0,4,0,0,99,1,1
1,0,0,0,215,1,2
1,17,0,0,929,1,2
0,3,0,0,219,1,2
1,6,0,1,174,2,3
1,5,0,0,92,2,3
0,19,0,0,1052,0,1
1,2,0,0,275,1,2
1,15,0,0,587,1,2
1,14,0,1,1662,1,1
0,4,0,0,159,1,2
0,48,0,1,1024,0,0
0,3,0,0,35,1,1
0,66,0,0,1042,0,1
1,7,0,0,395,2,3
0,21,0,1,557,0,1
1,0,0,0,9,2,3
0,6,0,0,69,0,1
1,0,0,0,486,1,2
0,8,0,0,34,1,1
0,27,0,1,1365,0,0
0,1,0,0,13,1,2
0,53,0,0,1401,0,1
0,169,0,1,1574,0,1
0,50,0,1,1323,0,0
1,0,0,0,1217,1,1
1,1,0,0,103,3,3
0,4,0,0,84,0,1
0,44,0,0,1536,0,1
0,77,0,0,581,1,2
1,35,0,0,928,1,2
0,0,0,0,14,0,0
1,50,0,0,424,1,1
0,70,0,0,960,1,2
0,25,0,1,1555,0,1
1,23,0,1,656,2,2
1,0,0,0,55,2,3
0,2,0,0,20,1,1
0,0,0,0,367,1,2
0,142,0,1,2257,0,1
0,2,0,0,42,1,1
1,172,0,0,1049,1,1
1,1,0,0,48,2,2
1,19,0,0,685,1,1
1,10,0,0,39,1,1
0,8,0,0,43,0,0
0,71,0,1,835,0,0
0,114,0,0,1515,0,1
1,9,0,0,1039,1,2
0,61,0,0,1596,1,1
0,107,0,1,1828,0,1
0,0,0,1,34,1,2
1,0,0,0,149,1,1
1,49,0,0,946,1,1
0,3,0,0,28,0,0
0,8,0,0,450,1,1
1,1,0,0,46,2,3
0,100,0,1,1702,0,0
1,30,0,0,820,2,3
0,10,0,0,382,1,2
0,134,0,0,2126,0,1
0,153,0,0,2069,0,1
0,6,0,0,72,1,2
1,7,0,0,732,1,1
0,86,0,0,801,0,0
1,21,0,0,236,1,1
0,4,0,0,80,1,2
0,31,0,0,1685,0,0
0,2,0,0,277,0,0
1,14,0,0,507,1,2
1,1,0,0,68,2,3
0,5,0,0,49,0,0
0,7,0,0,397,0,1
0,1,0,0,39,1,1
1,0,0,0,306,1,2
0,61,0,0,976,0,1
1,47,0,0,1028,1,2
0,0,0,0,70,1,2
0,1,0,0,46,0,1
0,4,0,0,51,1,2
0,183,0,0,1263,0,1
1,40,0,0,1490,1,1
0,138,0,0,1564,0,1
1,50,0,1,1815,1,2
1,0,0,0,1198,1,1
1,0,1,1,416,1,1
0,0,0,0,85,0,1
0,0,0,0,47,1,1
0,42,0,0,137,0,0
1,0,0,0,21,2,3
1,4,0,0,70,1,1
1,193,0,0,909,1,2
0,27,1,1,1676,0,0
0,33,0,0,1735,0,0
1,137,0,0,1191,2,2
0,4,0,0,24,1,2
1,0,1,0,1182,1,2
0,61,0,0,1280,0,1
0,48,0,1,1336,0,0
1,6,0,0,749,2,3
1,4,0,0,91,2,3
1,31,0,0,414,1,2
0,3,0,0,44,1,2
0,3,0,0,63,2,3
1,108,0,0,901,1,2
1,4,0,0,38,2,3
1,22,0,1,455,1,1
1,15,0,1,775,1,1
1,2,0,0,15,1,2
0,2,0,0,38,1,2
0,14,0,1,1512,0,1
1,1,0,0,43,1,2
0,0,0,0,42,1,1
0,83,0,0,1089,0,1
0,6,0,0,162,1,2
0,45,0,0,1272,0,0
0,193,0,1,1173,0,1
1,38,0,0,816,1,2
1,7,0,0,74,2,2
1,8,0,0,134,1,2
0,0,0,0,157,0,0
1,34,0,0,561,1,2
0,72,0,0,1336,0,0
0,105,0,1,2092,0,1
0,4,0,0,463,0,0
0,10,0,0,1130,0,0
0,0,0,0,20,1,2
1,41,0,0,377,1,1
0,71,0,1,1544,0,0
1,4,0,0,138,2,2
1,53,0,0,1012,1,2
0,16,1,1,1766,0,0
1,0,0,0,45,2,3
1,4,0,1,161,2,2
1,1,0,0,144,1,1
0,149,0,0,1734,0,1
1,35,0,0,823,1,2
1,43,0,0,1138,1,2
0,80,0,1,1429,0,0
0,26,0,0,1371,0,1
