user_id,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,department
58192,12,2,129,2,frozen
58192,12,2,83,3,produce
187332,15,7,104,1,pantry
187332,15,7,84,2,dairy eggs
187332,15,7,121,3,breakfast
187332,15,7,24,4,produce
187332,15,7,123,5,produce
187332,15,7,123,6,produce
187332,15,7,21,7,dairy eggs
187332,15,7,13,8,deli
187332,15,7,12,9,dry goods pasta
187332,15,7,106,10,meat seafood
187332,15,7,129,11,frozen
187332,15,7,31,12,beverages
187332,15,7,83,13,produce
187332,15,7,108,14,dairy eggs
65302,11,20,24,1,produce
65302,11,20,123,2,produce
65302,11,20,83,3,produce
65302,11,20,24,4,produce
65302,11,20,83,5,produce
65302,11,20,83,6,produce
65302,11,20,83,7,produce
65302,11,20,83,8,produce
65302,11,20,24,9,produce
65302,11,20,123,10,produce
65302,11,20,83,11,produce
65302,11,20,83,12,produce
65302,11,20,83,13,produce
65302,11,20,24,14,produce
65302,11,20,16,15,produce
65302,11,20,128,16,bakery
65302,11,20,21,17,dairy eggs
65302,11,20,63,18,dry goods pasta
65302,11,20,91,19,dairy eggs
65302,11,20,19,20,pantry
65302,11,20,9,21,dry goods pasta
65302,11,20,130,22,breakfast
65302,11,20,94,23,beverages
65302,11,20,109,24,personal care
65302,11,20,25,25,personal care
65302,11,20,80,26,personal care
172018,8,7,50,1,snacks
172018,8,7,3,2,snacks
172018,8,7,50,3,snacks
172018,8,7,52,4,frozen
172018,8,7,78,5,snacks
172018,8,7,107,6,snacks
172018,8,7,115,7,beverages
172018,8,7,54,8,household
172018,8,7,54,9,household
172018,8,7,78,10,snacks
172018,8,7,19,11,pantry
172018,8,7,38,12,frozen
172018,8,7,38,13,frozen
172018,8,7,38,14,frozen
172018,8,7,38,15,frozen
172018,8,7,38,16,frozen
107583,17,6,91,1,dairy eggs
107583,17,6,57,2,breakfast
128655,12,5,37,1,frozen
71988,10,8,115,1,beverages
71988,10,8,9,2,dry goods pasta
71988,10,8,106,3,meat seafood
71988,10,8,130,4,breakfast
71988,10,8,91,5,dairy eggs
71988,10,8,123,6,produce
71988,10,8,24,7,produce
71988,10,8,116,8,frozen
71988,10,8,21,9,dairy eggs
71988,10,8,24,10,produce
71988,10,8,119,11,frozen
71988,10,8,91,12,dairy eggs
71988,10,8,21,13,dairy eggs
55337,20,19,115,1,beverages
55337,20,19,24,2,produce
55337,20,19,62,3,alcohol
55337,20,19,31,4,beverages
55337,20,19,114,5,household
55337,20,19,24,6,produce
55337,20,19,107,7,snacks
31784,14,7,9,1,dry goods pasta
31784,14,7,9,2,dry goods pasta
31784,14,7,83,3,produce
31784,14,7,26,4,beverages
31784,14,7,24,5,produce
