Kidhome,Fruits,AcceptedCmp3,AcceptedCmp1,Spent,Is_Parent
1,7,1,0,145,1
1,0,0,0,684,1
0,3,0,0,411,1
1,0,1,0,27,1
0,40,0,0,1060,0
0,126,0,0,1459,1
0,2,0,0,18,1
0,35,0,0,1833,0
0,6,0,0,237,1
1,0,0,0,48,1
1,9,0,0,515,1
0,105,0,0,1020,0
0,80,0,0,1370,0
0,80,0,0,1026,1
0,5,0,0,301,1
1,0,0,0,684,1
0,4,0,0,499,1
0,45,0,0,1004,0
0,0,0,0,218,1
0,35,0,0,606,1
0,13,0,0,75,1
1,9,0,0,106,1
0,75,0,0,990,0
0,40,0,0,1097,0
0,0,1,0,16,0
0,6,0,0,34,0
0,83,0,0,1711,0
1,7,0,0,438,1
1,23,0,0,75,1
0,2,0,0,225,1
1,0,0,0,18,1
0,21,0,0,470,1
1,5,0,0,91,1
0,120,0,0,2525,0
0,14,0,0,504,1
0,8,0,0,235,1
0,0,0,0,1232,1
1,12,0,0,88,1
1,1,0,0,17,1
1,4,0,0,24,1
1,2,0,0,60,1
0,0,0,1,1020,1
0,1,0,0,155,1
0,2,0,0,51,1
0,66,0,0,1812,0
0,0,0,0,1461,1
0,0,0,0,96,1
0,13,0,0,160,1
1,2,0,0,139,1
0,15,0,0,908,1
0,12,0,0,183,1
1,34,0,0,1161,1
0,8,0,0,988,0
0,142,0,0,1072,1
1,6,0,0,174,1
0,104,0,0,758,1
0,3,0,0,195,1
1,2,1,0,31,1
0,10,0,0,1084,0
0,13,1,0,685,1
0,100,0,0,1672,0
0,12,0,0,43,0
0,0,1,0,49,1
0,3,0,0,133,1
0,3,0,0,363,1
0,73,0,0,545,1
0,38,1,0,1065,1
0,59,0,0,2047,0
1,6,0,0,296,1
1,9,0,0,140,1
0,83,0,0,530,1
1,0,0,0,152,1
0,0,0,0,1598,0
0,0,0,0,114,1
1,45,0,0,101,1
1,6,0,0,25,1
0,61,0,1,789,0
1,1,1,0,87,1
1,1,0,0,90,1
0,12,0,0,1215,1
0,15,0,0,811,0
1,7,1,0,61,1
0,3,0,0,405,1
1,0,0,0,72,1
1,5,0,0,189,1
1,0,0,0,40,1
0,5,0,0,63,1
1,3,0,0,52,1
1,0,0,0,39,1
1,0,0,0,805,1
0,1,0,0,130,1
0,15,0,0,1631,0
1,4,0,0,34,1
1,11,0,0,152,1
1,6,0,0,21,1
2,1,0,0,71,1
0,106,1,0,899,1
0,51,0,0,711,0
1,9,0,0,351,1
0,1,0,0,8,0
1,17,0,0,119,1
1,0,0,0,21,1
1,0,0,0,10,1
0,19,0,0,973,1
0,29,0,1,1536,0
0,28,0,0,992,1
0,59,1,0,1529,1
0,27,0,0,860,1
0,23,0,0,928,1
1,0,0,0,418,1
0,15,0,0,587,1
0,81,0,0,641,1
1,0,1,0,23,1
0,63,0,1,2279,0
1,0,1,0,49,1
0,17,0,0,1779,0
0,51,1,1,1804,0
1,0,0,0,48,1
1,0,0,0,83,1
0,161,1,1,1862,0
1,6,0,0,793,1
1,4,0,0,84,1
0,1,0,0,183,1
0,26,0,0,1383,0
0,38,0,0,999,0
0,15,0,0,825,1
1,17,1,0,246,1
1,5,0,0,610,1
1,6,0,0,76,1
0,12,0,0,1286,1
1,2,1,0,30,1
1,0,0,0,99,1
0,21,0,1,1192,0
0,6,0,0,362,1
0,185,0,0,2130,0
0,54,0,0,1229,0
1,4,0,0,38,1
0,61,0,0,485,0
0,23,0,0,434,0
1,2,0,0,44,1
0,0,0,0,496,1
1,2,0,0,78,1
0,147,1,1,2346,0
0,112,0,0,794,0
0,2,0,0,17,0
1,1,0,0,26,1
1,5,0,0,76,1
1,0,0,0,15,1
1,0,0,0,62,1
0,1,0,0,198,1
1,2,0,0,49,1
0,7,0,0,802,1
0,79,0,0,1736,0
1,5,0,0,57,1
1,1,0,0,59,1
0,24,0,1,2302,0
0,6,0,0,37,0
1,5,0,0,310,1
0,72,0,0,1305,0
0,7,0,0,832,1
1,6,0,0,401,1
0,29,0,0,1501,0
0,0,1,1,1189,0
0,51,0,0,1194,1
0,32,0,0,656,1
0,14,0,0,1540,0
0,5,0,0,311,1
0,162,0,0,820,1
1,40,0,0,274,1
1,0,0,0,57,1
0,45,0,0,448,1
1,2,0,0,44,1
1,4,0,0,102,1
1,2,0,0,61,1
0,86,0,0,1643,0
0,6,0,0,397,1
0,48,0,0,1121,1
2,8,1,0,473,1
1,10,0,0,50,1
0,0,0,0,1678,1
0,7,0,0,58,0
1,4,0,0,170,1
0,11,0,0,373,0
0,53,1,0,1196,0
1,5,0,0,101,1
1,57,0,0,316,1
0,36,0,1,1400,1
0,70,0,0,1424,0
1,0,0,1,844,1
0,33,0,0,311,1
0,108,0,0,1149,0
0,2,0,0,129,0
0,6,0,0,32,1
1,13,0,0,299,1
0,0,0,0,320,1
0,6,0,0,441,1
1,0,0,0,1178,1
0,0,0,0,85,0
1,4,0,0,24,1
1,10,0,0,112,1
0,7,0,0,30,1
0,46,0,0,410,0
0,7,0,0,800,1
0,76,0,0,1313,0
0,73,0,0,1483,0
0,0,0,0,1258,0
1,2,0,0,28,1
0,12,0,0,227,1
0,25,0,0,1555,0
0,161,0,0,861,1
1,15,1,0,103,1
0,17,0,0,634,0
0,129,0,0,1918,0
1,1,0,0,131,1
1,24,0,0,586,1
1,4,1,0,62,1
1,15,0,0,447,1
0,21,0,0,939,0
0,7,0,0,797,1
0,10,0,0,1143,1
0,7,0,0,415,1
1,4,0,0,30,1
1,19,0,0,187,1
0,11,0,0,251,1
0,6,0,0,237,1
1,4,0,0,91,1
2,0,0,0,35,1
0,0,0,0,493,1
0,8,0,0,971,1
0,10,0,0,371,1
1,0,0,0,396,1
1,13,1,0,68,1
0,0,0,0,322,1
0,14,0,0,222,1
1,10,0,0,177,1
1,3,0,0,45,1
0,24,1,0,1899,0
1,1,0,0,22,1
1,1,0,0,41,1
0,93,0,0,1440,0
1,0,0,0,325,1
1,14,0,0,95,1
1,1,0,0,42,1
1,4,0,0,72,1
1,0,0,0,20,1
0,7,0,0,789,1
1,0,0,0,15,1
1,3,0,0,59,1
0,15,0,0,908,1
1,64,0,0,417,1
1,2,0,0,289,1
0,14,0,0,769,1
0,1,0,0,188,1
0,5,0,0,354,1
1,7,0,0,727,1
1,3,0,0,146,1
0,12,0,0,319,1
0,35,0,0,794,1
0,13,0,0,454,1
1,2,0,0,152,1
0,7,0,0,797,1
1,16,0,1,1690,1
1,1,0,0,20,1
0,93,0,1,1428,0
1,12,0,0,209,1
1,56,0,0,545,1
0,23,0,0,96,0
0,28,0,0,222,0
2,4,0,0,61,1
1,3,0,0,44,1
2,0,0,0,8,1
0,172,0,0,817,0
0,12,0,0,1371,1
0,1,0,0,42,1
0,1,0,0,60,0
1,18,0,0,78,1
1,0,0,0,23,1
1,1,0,0,19,1
1,10,0,0,61,1
0,87,0,0,449,0
1,0,0,0,37,1
1,3,0,0,38,1
0,21,0,1,1131,0
1,3,0,0,34,1
1,26,0,0,294,1
1,2,1,0,48,1
1,2,0,0,289,1
0,4,0,0,30,0
0,36,0,0,125,0
1,12,0,0,156,1
1,2,0,0,70,1
1,1,0,0,22,1
1,0,0,0,65,1
0,19,0,1,1930,0
0,168,0,1,2283,0
0,27,0,0,310,0
0,35,0,0,1319,0
0,8,1,0,879,1
0,54,0,0,1244,0
0,27,0,0,690,1
1,10,0,0,209,1
0,151,0,0,1134,0
0,102,0,0,1507,0
1,0,0,0,57,1
0,13,0,0,529,0
0,81,0,0,1091,0
0,3,0,0,180,1
1,8,0,0,77,1
0,68,0,1,2349,0
0,64,0,0,534,0
0,5,0,0,556,1
0,59,0,0,637,1
1,0,1,0,46,1
1,13,0,0,44,1
1,0,0,0,47,1
0,23,0,0,795,1
0,10,0,0,586,1
0,31,0,0,1574,0
1,0,0,0,13,1
0,84,0,0,1471,1
1,3,0,0,65,1
1,7,0,0,175,1
0,0,0,0,40,1
0,24,0,0,1078,1
0,35,0,0,1115,1
0,8,0,0,134,1
0,14,0,0,1540,0
0,0,0,0,87,1
0,1,0,0,217,0
0,0,1,0,1034,1
0,199,0,0,1180,1
0,28,0,0,819,1
1,3,0,0,32,1
1,4,0,0,46,1
0,97,0,0,1159,1
0,25,0,0,860,1
0,127,0,0,1631,0
2,0,0,1,444,1
0,89,0,0,1910,1
1,17,0,0,380,1
1,42,0,0,736,1
1,0,0,0,269,1
0,172,1,1,2524,0
1,35,0,0,612,1
1,3,0,0,75,1
0,161,0,0,1045,0
1,0,0,0,55,1
0,10,1,0,1064,1
0,56,0,0,1443,1
0,12,0,0,1366,0
1,9,0,0,436,1
1,3,0,0,38,1
1,15,0,0,436,1
1,6,0,0,747,1
0,26,1,0,1396,0
0,8,0,0,928,0
1,5,0,0,642,1
0,104,1,0,1048,1
0,197,0,0,943,0
0,16,0,0,907,1
0,137,0,0,1198,0
1,0,0,0,120,1
0,76,0,0,1658,1
0,42,0,0,1638,0
0,12,0,0,73,0
1,51,0,0,275,1
0,0,0,0,854,1
1,8,0,0,78,1
1,1,0,0,106,1
1,17,0,0,106,1
0,111,0,0,1923,0
0,98,0,0,1662,0
1,6,0,0,84,1
1,3,0,0,48,1
1,1,0,0,5,1
1,0,0,0,733,1
0,194,0,0,1234,0
1,8,0,0,112,1
0,48,0,1,1658,0
0,11,0,0,55,1
0,43,1,0,1513,1
1,7,0,0,271,1
0,62,0,0,904,1
1,0,0,0,120,1
1,36,0,0,103,1
1,20,0,0,269,1
1,0,0,0,22,1
0,82,0,0,1156,0
0,0,0,0,1086,1
1,40,0,0,1128,1
1,4,0,0,72,1
1,72,0,0,964,1
0,38,0,0,1383,0
1,0,0,0,18,1
0,0,0,0,793,1
1,4,0,0,100,1
0,12,0,0,80,0
0,4,0,0,167,0
0,35,0,0,677,1
1,1,0,0,23,1
0,1,0,0,92,1
0,26,0,0,641,0
0,184,0,0,1106,1
0,30,0,1,1033,0
0,80,0,0,1174,1
1,1,0,0,25,1
1,2,1,0,240,1
1,1,0,0,20,1
2,5,0,0,102,1
0,88,0,0,1034,1
1,12,0,0,156,1
0,0,0,0,458,1
1,3,0,0,17,1
0,99,0,0,792,1
1,0,0,0,92,1
0,11,0,0,407,1
0,63,0,0,1269,1
0,15,0,0,841,1
1,0,0,0,633,1
1,9,0,0,1019,1
0,22,0,1,1315,0
1,1,0,0,54,1
0,120,0,0,2525,0
1,4,0,0,52,1
1,15,0,0,436,1
0,0,0,0,268,1
2,3,0,0,147,1
0,0,0,0,1798,0
0,4,0,0,137,0
0,43,0,0,507,1
2,1,0,0,15,1
0,32,0,0,1105,0
0,47,0,0,974,0
0,8,0,0,66,1
0,23,0,0,778,0
1,0,1,0,49,1
1,12,0,0,169,1
0,58,0,0,299,0
1,6,0,0,221,1
0,160,0,1,1682,0
0,1,0,0,155,1
0,66,0,0,892,0
1,7,1,0,58,1
0,5,0,0,311,1
0,0,0,0,95,1
0,3,0,0,424,1
1,2,0,0,47,1
1,8,1,0,339,1
1,107,0,0,1410,1
1,0,0,0,35,1
0,0,0,0,562,1
0,108,0,1,2352,0
0,12,0,0,1334,0
1,1,0,0,32,1
1,1,0,0,41,1
1,0,0,0,39,1
0,31,0,0,1141,1
1,32,1,0,710,1
0,3,0,0,401,1
0,19,0,0,506,1
0,19,0,0,1538,0
0,6,0,0,57,0
0,185,1,0,1722,0
1,2,0,0,270,1
1,0,0,0,31,1
1,115,0,0,882,1
1,0,0,0,16,1
1,11,0,0,311,1
0,12,0,0,227,1
0,0,0,0,1152,1
0,1,0,0,122,1
1,16,0,0,77,1
0,96,0,0,1289,0
1,8,0,0,561,1
1,18,0,0,211,1
0,2,0,0,233,1
0,71,0,0,1092,1
0,133,0,0,601,0
1,0,0,0,54,1
1,12,0,0,78,1
0,112,0,0,1095,1
1,2,0,0,244,1
1,0,0,0,116,1
1,1,0,0,15,1
0,15,0,0,425,1
0,0,0,0,734,1
0,5,0,0,638,1
0,77,0,0,894,0
1,1,0,0,41,1
1,1,0,0,31,1
1,0,0,0,34,1
0,0,1,0,1750,1
1,48,0,0,612,1
1,3,0,0,29,1
1,21,0,0,823,1
0,1,0,0,20,0
0,7,0,0,396,1
0,35,0,0,813,0
0,140,0,0,1179,0
1,4,0,0,138,1
1,1,0,0,55,1
0,37,0,0,1511,0
1,4,0,0,117,1
0,0,0,0,1730,0
0,0,0,0,32,1
1,5,0,0,67,1
0,9,0,0,335,1
0,30,0,0,825,1
0,16,0,0,694,1
0,34,0,1,1792,0
1,13,0,0,496,1
2,23,0,0,231,1
0,24,0,0,902,1
1,5,0,0,68,1
0,2,0,0,71,0
1,8,0,0,76,1
0,30,0,0,772,1
1,5,0,0,47,1
1,107,0,0,1586,1
0,59,1,0,1529,1
0,2,0,1,265,0
0,107,0,0,1603,0
0,102,0,0,2091,0
0,22,0,1,981,0
0,53,0,0,1533,1
0,8,0,0,82,0
1,15,0,0,244,1
1,1,0,0,36,1
1,0,0,0,404,1
1,2,0,0,71,1
0,117,0,1,1572,0
1,5,0,0,122,1
1,0,0,0,41,1
1,0,0,0,10,1
0,7,0,0,304,1
1,0,0,0,37,1
0,50,0,0,1754,0
0,7,0,0,815,1
0,26,0,0,1001,1
0,70,0,0,1157,0
0,5,0,0,688,1
0,73,0,0,1319,0
1,0,0,0,21,1
1,6,0,0,31,1
0,4,0,0,67,0
0,131,0,0,708,1
1,1,0,0,25,1
0,21,0,0,746,0
1,0,0,0,32,1
0,91,0,0,1695,1
0,126,0,0,1080,1
1,0,0,0,72,1
1,8,0,0,57,1
0,0,0,0,660,1
1,17,0,0,103,1
1,6,0,0,153,1
0,12,0,0,1220,1
0,10,0,0,279,1
1,0,0,0,745,1
0,12,0,0,264,1
0,61,1,1,2157,0
0,44,1,1,1526,1
0,2,0,0,69,1
0,51,0,0,1597,0
1,10,0,0,64,1
1,12,0,0,497,1
0,20,0,0,1067,1
1,3,0,0,31,1
1,5,0,0,211,1
0,61,1,0,877,1
1,2,0,0,11,1
0,44,0,1,2034,0
0,129,0,1,1991,0
0,31,0,0,1686,0
1,3,0,0,324,1
1,7,0,0,69,1
1,2,0,0,252,1
0,7,0,0,54,1
1,72,0,0,964,1
0,10,0,0,1327,1
1,0,0,0,68,1
0,1,0,0,60,0
1,2,1,0,55,1
0,147,0,0,1456,0
0,97,0,0,563,1
0,0,0,0,1504,1
1,16,0,0,564,1
0,21,0,0,1125,0
0,13,0,1,358,1
1,1,0,0,42,1
0,1,0,0,184,1
1,0,0,0,460,1
0,19,0,0,145,0
0,23,0,0,1376,0
0,7,0,0,792,1
0,132,0,0,1382,0
0,5,0,0,28,0
0,26,0,0,1033,0
0,21,0,0,882,1
0,86,0,1,2231,0
0,21,0,0,1101,1
0,0,0,0,369,1
1,4,0,0,48,1
0,0,0,0,467,1
1,0,0,0,44,1
1,9,0,0,38,1
1,2,0,0,81,1
1,1,0,0,167,1
1,0,0,0,45,1
1,120,0,0,664,1
0,75,0,0,622,1
1,3,0,0,48,1
0,3,0,0,461,1
0,20,0,0,1073,1
1,1,0,0,55,1
0,71,0,0,976,1
1,1,0,0,20,1
0,108,0,0,1149,0
0,9,0,0,43,0
0,1,1,0,224,1
1,3,0,0,101,1
0,9,0,0,209,0
0,44,0,0,968,0
0,53,0,0,1165,0
0,0,0,0,24,1
1,2,0,0,252,1
1,4,0,0,165,1
0,0,0,0,269,0
1,0,0,0,102,1
0,22,0,0,461,0
1,4,0,0,47,1
1,1,0,0,144,1
0,138,0,0,1338,0
0,17,0,0,917,1
1,33,0,0,318,1
1,4,0,0,253,1
0,0,0,0,502,1
1,0,0,0,119,1
1,21,0,0,1250,1
0,115,0,0,969,1
1,6,0,0,76,1
1,0,0,0,62,1
0,22,0,0,1382,0
1,6,0,0,84,1
1,1,1,0,255,1
1,0,0,0,43,1
0,48,0,0,398,1
1,3,0,0,76,1
0,26,0,1,902,1
1,21,0,0,823,1
0,38,0,0,1179,1
0,0,0,0,1921,1
1,0,0,0,185,1
1,7,0,0,433,1
1,0,1,0,34,1
0,16,0,0,907,1
0,4,0,0,416,1
1,4,0,0,44,1
0,51,0,0,1588,0
0,34,1,0,1797,0
1,2,0,0,40,1
0,30,0,0,1143,1
0,8,0,1,914,0
0,169,0,1,1502,0
0,69,0,0,1338,1
1,0,0,0,27,1
0,35,0,0,763,1
0,27,0,0,1331,0
0,9,0,0,525,1
1,0,0,0,9,1
0,17,0,1,953,1
1,0,0,0,68,1
1,1,0,0,131,1
0,84,0,0,882,1
0,17,0,0,1149,0
1,0,0,0,37,1
0,6,0,0,388,1
0,27,0,0,1428,0
0,92,0,0,1633,0
1,14,0,0,173,1
1,4,0,0,99,1
0,0,0,0,215,1
0,17,0,0,929,1
1,3,0,0,219,1
1,6,0,0,174,1
1,5,0,0,92,1
0,19,0,0,1052,0
0,2,0,0,275,1
0,15,0,0,587,1
0,14,0,0,1662,1
1,4,0,0,159,1
0,48,0,1,1024,0
1,3,0,0,35,1
0,66,0,0,1042,0
1,7,0,0,395,1
0,21,1,1,557,0
1,0,0,0,9,1
0,6,0,0,69,0
0,0,0,0,486,1
1,8,0,0,34,1
0,27,1,0,1365,0
1,1,0,0,13,1
0,53,0,0,1401,0
0,169,0,0,1574,0
0,50,0,0,1323,0
0,0,0,1,1217,1
2,1,0,0,103,1
0,4,0,0,84,0
0,44,0,0,1536,0
1,77,0,0,581,1
0,35,0,0,928,1
0,0,0,0,14,0
0,50,0,0,424,1
1,70,0,0,960,1
0,25,0,0,1555,0
1,23,0,0,656,1
1,0,0,0,55,1
1,2,0,0,20,1
1,0,0,0,367,1
0,142,0,1,2257,0
1,2,0,0,42,1
0,172,0,0,1049,1
1,1,0,0,48,1
0,19,0,0,685,1
0,10,0,0,39,1
0,8,0,0,43,0
0,71,0,0,835,0
0,114,0,1,1515,0
0,9,0,0,1039,1
1,61,0,0,1596,1
0,107,0,0,1828,0
1,0,1,0,34,1
0,0,0,0,149,1
0,49,0,0,946,1
0,3,0,0,28,0
1,8,0,0,450,1
1,1,0,0,46,1
0,100,1,0,1702,0
1,30,0,0,820,1
1,10,1,0,382,1
0,134,0,0,2126,0
0,153,1,1,2069,0
1,6,0,0,72,1
0,7,0,1,732,1
0,86,0,0,801,0
0,21,0,0,236,1
1,4,1,0,80,1
0,31,0,0,1685,0
0,2,0,0,277,0
0,14,0,0,507,1
1,1,0,0,68,1
0,5,0,0,49,0
0,7,0,0,397,0
1,1,0,0,39,1
0,0,0,0,306,1
0,61,0,0,976,0
0,47,0,0,1028,1
1,0,0,0,70,1
0,1,0,0,46,0
1,4,1,0,51,1
0,183,0,0,1263,0
0,40,0,0,1490,1
0,138,0,0,1564,0
0,50,0,1,1815,1
0,0,0,0,1198,1
0,0,0,0,416,1
0,0,0,0,85,0
1,0,0,0,47,1
0,42,0,0,137,0
1,0,0,0,21,1
0,4,0,0,70,1
0,193,0,0,909,1
0,27,0,1,1676,0
0,33,0,0,1735,0
1,137,0,0,1191,1
1,4,0,0,24,1
0,0,0,0,1182,1
0,61,0,0,1280,0
0,48,0,0,1336,0
1,6,0,0,749,1
1,4,0,0,91,1
0,31,0,0,414,1
1,3,0,0,44,1
2,3,0,0,63,1
0,108,0,0,901,1
1,4,0,0,38,1
0,22,0,0,455,1
0,15,0,0,775,1
0,2,0,0,15,1
1,2,0,0,38,1
0,14,1,1,1512,0
0,1,0,0,43,1
1,0,0,0,42,1
0,83,0,0,1089,0
1,6,0,0,162,1
0,45,0,0,1272,0
0,193,0,0,1173,0
0,38,0,0,816,1
1,7,0,0,74,1
0,8,0,0,134,1
0,0,0,0,157,0
0,34,0,0,561,1
0,72,0,0,1336,0
0,105,0,0,2092,0
0,4,0,0,463,0
0,10,0,0,1130,0
1,0,0,0,20,1
0,41,1,0,377,1
0,71,0,0,1544,0
1,4,0,0,138,1
0,53,0,0,1012,1
0,16,0,0,1766,0
1,0,0,0,45,1
1,4,0,0,161,1
0,1,0,0,144,1
0,149,0,0,1734,0
0,35,0,0,823,1
0,43,0,0,1138,1
0,80,0,1,1429,0
0,26,0,0,1371,0
0,0,1,0,982,1
1,0,1,0,44,1
1,33,0,0,318,1
0,23,0,0,434,1
1,16,0,0,198,1
0,4,0,0,359,1
0,151,0,0,576,0
1,0,0,0,88,1
1,1,0,0,63,1
1,2,1,0,27,1
1,34,0,0,193,1
1,3,0,0,101,1
0,143,0,1,2211,0
0,1,0,0,140,1
1,7,0,0,415,1
0,0,0,0,22,1
1,4,0,0,263,1
0,2,0,0,393,0
1,15,0,0,147,1
0,19,0,0,443,1
0,37,0,1,1958,0
0,15,0,0,174,1
0,24,0,0,2217,0
0,33,0,0,1691,1
1,2,0,0,25,1
0,21,1,1,809,0
0,23,0,1,895,0
0,22,0,0,484,1
1,3,1,0,413,1
0,38,0,0,331,1
1,2,0,0,25,1
1,2,0,0,13,1
1,17,0,0,115,1
0,3,0,0,16,0
1,0,0,0,92,1
0,0,0,0,52,1
0,80,0,0,1464,1
0,0,1,0,441,1
0,2,0,0,283,1
0,14,0,0,747,1
0,51,0,0,1870,0
1,1,0,0,165,1
0,43,0,1,1941,0
0,122,0,0,839,0
0,112,0,0,1655,0
1,1,0,0,23,1
0,3,0,0,66,0
1,1,0,0,37,1
1,0,0,0,21,1
1,0,0,0,22,1
1,4,0,0,78,1
1,10,0,0,79,1
1,27,0,0,265,1
0,57,0,0,1175,1
0,43,0,0,1305,1
1,3,0,0,46,1
1,1,0,0,25,1
0,3,0,0,46,0
0,8,1,0,874,1
1,17,0,0,100,1
0,44,1,0,930,1
0,35,0,0,868,1
1,1,0,0,45,1
0,60,0,0,1260,1
1,29,1,0,414,1
0,17,0,0,392,1
1,82,0,0,1109,1
0,90,0,0,639,1
1,0,0,0,79,1
0,154,1,0,1665,0
0,47,0,0,692,0
1,89,0,0,1392,1
1,6,0,0,44,1
1,0,0,0,50,1
1,37,0,0,467,1
1,7,0,0,223,1
0,0,0,0,158,1
0,0,0,1,1211,0
1,161,0,0,1575,1
0,26,0,0,1208,0
1,2,0,0,43,1
1,4,0,1,527,1
0,35,0,0,932,1
1,0,0,0,71,1
1,0,0,0,54,1
0,6,0,0,129,0
1,159,0,0,1615,1
0,88,0,0,1034,1
0,17,0,0,1088,1
1,0,0,0,137,1
0,54,0,0,1244,0
1,1,0,0,41,1
0,80,0,0,1174,1
0,35,0,0,993,1
0,15,0,0,100,0
0,33,0,0,1680,1
1,1,0,0,98,1
1,3,0,0,48,1
0,4,0,0,519,1
0,178,0,0,715,1
1,0,0,0,37,1
0,83,0,0,653,0
0,120,0,0,1455,0
1,60,0,0,602,1
1,0,0,0,26,1
0,3,0,0,102,0
1,26,0,0,176,1
0,6,0,0,433,1
0,12,0,0,1366,0
0,38,0,0,1001,1
0,25,0,0,961,0
0,73,0,0,1518,1
1,11,0,0,56,1
0,1,0,0,22,1
1,7,0,0,400,1
0,1,0,0,26,0
0,24,0,0,350,1
0,102,0,1,1216,0
0,8,1,0,874,1
1,1,0,0,40,1
0,132,0,0,1367,0
1,4,0,0,264,1
1,55,1,0,2053,1
0,12,0,0,1376,1
1,0,0,0,45,1
0,0,0,0,976,1
1,3,0,0,51,1
0,24,0,0,1264,1
0,7,0,0,75,0
1,12,0,0,57,1
0,1,0,0,140,1
0,35,1,0,497,1
0,2,0,0,266,1
0,59,0,0,2006,0
1,10,0,0,615,1
0,17,1,0,1021,0
1,2,0,0,22,1
0,4,0,0,133,1
0,3,0,0,437,1
0,28,0,0,1013,1
1,7,0,0,57,1
0,71,0,0,1038,1
0,42,0,0,1573,0
1,2,0,0,28,1
1,5,0,0,123,1
1,0,0,0,13,1
0,2,0,0,132,1
0,72,0,0,732,1
1,0,0,0,66,1
0,15,0,0,1631,0
0,0,0,0,608,1
0,0,0,0,1822,0
0,63,0,0,1282,0
2,0,0,0,8,1
1,0,0,0,43,1
0,0,0,1,1931,0
0,1,0,0,8,0
1,3,0,0,103,1
0,67,0,0,1169,0
0,11,0,0,395,1
1,0,1,0,258,1
1,3,0,0,25,1
0,12,0,0,185,1
1,3,0,0,180,1
1,0,0,0,22,1
1,2,0,0,44,1
1,4,0,0,94,1
0,24,0,0,81,0
0,7,0,0,798,1
0,72,0,0,1334,0
1,0,0,0,38,1
1,4,0,0,61,1
1,11,0,0,300,1
0,0,0,0,88,1
1,1,0,0,54,1
0,32,0,1,1782,0
1,9,0,0,68,1
1,0,1,0,258,1
1,1,0,0,31,1
1,3,0,0,66,1
1,8,0,0,174,1
0,2,0,0,28,1
0,7,0,0,731,1
0,15,0,0,274,1
0,30,0,0,1701,1
1,12,0,0,312,1
0,19,0,0,414,1
0,73,0,1,1565,0
1,3,0,0,29,1
1,1,0,0,94,1
0,69,0,0,1338,1
0,28,1,1,1092,0
0,144,1,1,1479,0
1,4,0,0,54,1
0,5,0,0,568,1
0,10,0,0,1199,0
0,155,0,0,873,1
0,19,0,0,1213,1
0,0,0,1,731,1
0,37,0,1,2043,0
0,68,0,0,1893,0
0,3,0,0,424,1
0,10,1,0,575,1
0,6,0,0,257,1
1,2,0,0,56,1
0,0,0,0,542,1
0,36,0,0,125,0
1,8,0,0,69,1
0,0,0,0,40,1
0,142,0,0,1016,1
0,50,0,0,907,1
0,76,0,0,1566,0
0,67,0,0,1169,0
1,9,0,0,46,1
0,47,0,0,1644,0
1,1,0,0,59,1
0,1,0,0,17,0
0,54,1,1,1853,0
0,80,1,0,1528,1
1,0,0,0,35,1
0,7,0,0,141,0
0,8,1,0,546,1
1,0,1,0,500,1
1,1,0,0,61,1
1,11,0,0,106,1
0,21,0,0,704,1
0,3,0,0,424,1
0,124,0,0,849,1
0,0,0,0,85,0
1,0,0,0,199,1
0,129,0,0,1147,1
1,0,0,0,54,1
0,3,0,0,43,1
1,0,0,0,53,1
0,29,0,0,521,1
0,71,0,0,1623,0
1,2,0,0,45,1
0,51,0,0,1435,0
0,4,0,0,32,1
1,2,0,0,16,1
1,3,0,0,52,1
0,194,0,0,1234,0
1,1,0,0,15,1
1,3,0,0,415,1
0,31,0,0,470,1
0,26,0,0,1438,0
1,8,0,0,53,1
1,12,0,0,51,1
0,6,1,0,679,1
1,24,0,0,586,1
1,5,0,0,653,1
0,7,0,0,468,1
2,2,0,0,50,1
1,3,1,0,84,1
0,10,0,0,1049,0
0,1,0,0,22,0
1,14,0,0,62,1
1,3,0,0,30,1
0,43,0,0,1341,1
2,0,0,1,444,1
0,48,0,0,1241,0
0,30,0,0,843,1
1,3,0,0,172,1
